0.0;0.0
0.1;-0.0
0.2;-0.0
0.3;-0.0006
0.4;-0.0001
0.5;-0.0003
0.6;-0.0003
0.7;0.0004
0.8;-0.0004
0.9;0.0001
1.0;-0.0002
1.1;-0.0001
1.2;-0.0
1.3;0.0004
1.4;0.0017
1.5;0.0099
1.6;0.0033
1.7;0.0101
1.8;0.0037
1.9;0.0137
2.0;-0.0579
2.1;-0.0459
2.2;-0.0029
2.3;0.0088
2.4;-0.0423
2.5;-0.0207
2.6;0.0222
2.7;0.0591
2.8;-0.0583
2.9;-0.0314
3.0;0.0704
3.1;0.0339
3.2;0.083
3.3;-0.0249
3.4;0.0321
3.5;-0.0123
3.6;0.1322
3.7;-0.0698
3.8;-0.0092
3.9;-0.0127
4.0;0.0916
4.1;-0.1391
4.2;-0.0386
4.3;-0.0446
4.4;0.0321
4.5;-0.0513
4.6;0.0979
4.7;-0.0282
4.8;0.0305
4.9;0.0826
5.0;-0.056
5.1;-0.1112
5.2;0.132
5.3;-0.2377
5.4;0.5356
5.5;0.3105
5.6;-0.4183
5.7;-0.1539
5.8;0.3549
5.9;0.0791
6.0;0.0516
6.1;-0.1382
6.2;-0.1743
6.3;0.0022
6.4;0.2741
6.5;-0.0223
6.6;-0.0392
6.7;-0.0585
6.8;0.1178
6.9;-0.3113
7.0;-0.0058
7.1;-0.1551
7.2;-0.0637
7.3;-0.0025
7.4;0.2116
7.5;-0.0377
7.6;-0.0368
7.7;0.4412
7.8;0.0166
7.9;-0.0799
8.0;-0.1667
8.1;-0.7138
8.2;-0.3709
8.3;0.5187
8.4;-0.6286
8.5;-0.3168
8.6;-0.06
8.7;0.4876
8.8;0.688
8.9;0.0077
9.0;-0.6521
9.1;0.4627
9.2;0.807
9.3;0.1596
9.4;-0.1866
9.5;-0.3911
9.6;-0.4357
9.7;-0.8975
9.8;-0.5253
9.9;0.4455
10.0;1.0
10.1;-0.1683
10.2;-0.2264
10.3;0.4252
10.4;-0.2985
10.5;-0.3838
10.6;0.1451
10.7;0.5598
10.8;0.1775
10.9;-0.5884
11.0;-0.197
11.1;0.424
11.2;-0.1964
11.3;-0.1119
11.4;0.3363
11.5;-0.7891
11.6;-0.0912
11.7;0.356
11.8;0.6029
11.9;0.4293
12.0;-0.0457
12.1;0.0017
12.2;-0.0316
12.3;0.0327
12.4;0.0088
12.5;-0.3017
12.6;-0.387
12.7;-0.2933
12.8;-0.0022
12.9;0.3242
13.0;0.4108
13.1;0.2057
13.2;-0.1013
13.3;-0.1267
13.4;-0.0361
13.5;-0.0671
13.6;0.0733
13.7;0.0171
13.8;-0.15
13.9;-0.2353
14.0;-0.0611
14.1;0.2524
14.2;0.2915
14.3;0.2401
14.4;-0.0946
14.5;0.0501
14.6;-0.0365
14.7;-0.1307
14.8;-0.0072
14.9;-0.1097
15.0;-0.1876
15.1;-0.0206
15.2;0.1522
15.3;0.1412
15.4;0.1239
15.5;0.2332
15.6;0.1424
15.7;-0.0648
15.8;-0.0349
15.9;-0.4001
16.0;-0.2376
16.1;-0.1218
16.2;0.0585
16.3;0.3079
16.4;0.2276
16.5;0.2277
16.6;0.0191
16.7;-0.0454
16.8;-0.1731
16.9;-0.1648
17.0;-0.0632
17.1;-0.1981
17.2;0.0227
17.3;0.1323
17.4;0.3243
17.5;0.069
17.6;0.0578
17.7;-0.1166
17.8;-0.1656
17.9;-0.0964
18.0;0.0524
18.1;-0.0162
18.2;0.0304
18.3;0.002
18.4;0.021
18.5;0.1113
18.6;0.1234
18.7;0.0128
18.8;0.0347
18.9;-0.0769
19.0;-0.1221
19.1;-0.1246
19.2;-0.0076
19.3;-0.128
19.4;-0.073
19.5;0.0409
19.6;0.0215
19.7;0.0821
19.8;0.005
19.9;0.1649
20.0;0.052
20.1;-0.0916
20.2;-0.0818
20.3;-0.015
20.4;-0.1447
20.5;-0.1552
20.6;-0.015
20.7;0.0889
20.8;-0.0456
20.9;0.2386
21.0;0.2043
21.1;0.0038
21.2;-0.0176
21.3;0.0371
21.4;-0.0799
21.5;-0.1106
21.6;0.0045
21.7;-0.0922
21.8;-0.0268
21.9;0.0012
22.0;-0.117
22.1;0.059
22.2;0.1371
22.3;0.0785
22.4;0.0367
22.5;0.0046
22.6;-0.087
22.7;-0.0305
22.8;-0.0529
22.9;-0.0919
23.0;-0.1478
23.1;0.0803
23.2;0.123
23.3;0.1099
23.4;0.0959
23.5;0.025
23.6;-0.0489
23.7;0.0665
23.8;-0.0194
23.9;-0.0774
24.0;-0.1856
24.1;-0.1481
24.2;-0.0691
24.3;0.0259
24.4;0.0624
24.5;0.0506
24.6;0.1117
24.7;0.063
24.8;0.0065
24.9;0.0488
25.0;0.0319
25.1;-0.083
25.2;-0.0652
25.3;-0.0611
25.4;-0.0274
25.5;-0.0426
25.6;0.0052
25.7;-0.0168
25.8;0.0053
25.9;0.0163
26.0;0.0337
26.1;0.049
26.2;-0.0301
26.3;0.0439
26.4;0.0082
26.5;0.0004
26.6;-0.0462
26.7;-0.0265
26.8;-0.033
26.9;-0.0672
27.0;-0.0054
27.1;0.0243
27.2;-0.0267
27.3;-0.0443
27.4;0.0456
27.5;0.0473
27.6;-0.0261
27.7;-0.0035
27.8;-0.032
27.9;-0.0426
28.0;0.0659
28.1;0.0268
28.2;0.0168
28.3;-0.0307
28.4;0.0665
28.5;0.0456
28.6;0.0357
28.7;-0.04
28.8;-0.0482
28.9;-0.079
29.0;0.0013
29.1;-0.0341
29.2;0.0244
29.3;0.0529
29.4;0.0615
29.5;0.0145
29.6;0.069
29.7;0.0188
29.8;0.0153
29.9;-0.0264
30.0;-0.0812
30.1;-0.0294
30.2;-0.0389
30.3;0.0407
30.4;-0.0323
30.5;0.0482
30.6;-0.0242
30.7;0.068
30.8;0.0245
30.9;0.0096
31.0;-0.0007
31.1;0.006
31.2;-0.0284
31.3;-0.0269
31.4;-0.0021
31.5;-0.0498
31.6;0.0061
31.7;0.0472
31.8;0.0609
31.9;0.0313
32.0;-0.081
32.1;-0.0171
32.2;-0.0791
32.3;0.0259
32.4;0.0262
32.5;-0.0481
32.6;0.0447
32.7;0.0232
32.8;-0.0232
32.9;-0.0421
33.0;-0.035
33.1;0.001
33.2;0.006
33.3;0.0423
33.4;0.0332
33.5;0.0116
33.6;0.0569
33.7;0.0174
33.8;0.0057
33.9;-0.0085
34.0;0.0155
34.1;0.0001
34.2;-0.0024
34.3;-0.0168
34.4;-0.0215
34.5;-0.0151
34.6;-0.0442
34.7;0.0324
34.8;-0.0037
34.9;0.0019
35.0;-0.0401
35.1;0.0887
35.2;0.0172
35.3;0.0112
35.4;-0.0147
35.5;-0.0667
35.6;-0.0364
35.7;0.0075
35.8;0.0271
35.9;0.0437
36.0;-0.0015
36.1;-0.0187
36.2;-0.0813
36.3;-0.0079
36.4;0.0028
36.5;0.001
36.6;-0.0226
36.7;0.0326
36.8;0.0278
36.9;0.0274
37.0;-0.0052
37.1;-0.0726
37.2;-0.0357
37.3;0.0245
37.4;0.0166
37.5;-0.0179
37.6;-0.0246
37.7;0.004
37.8;0.0361
37.9;0.0615
38.0;0.0059
38.1;-0.0426
38.2;-0.0528
38.3;0.017
38.4;-0.0136
38.5;-0.0976
38.6;-0.0392
38.7;0.0249
38.8;0.0779
38.9;0.0693
39.0;0.0141
39.1;0.0101
39.2;-0.0219
39.3;-0.0273
39.4;-0.0143
39.5;-0.0798
39.6;-0.0803
39.7;-0.0141
39.8;0.0958
39.9;0.0299
40.0;0.0701
40.1;0.0463
40.2;0.0246
40.3;-0.0381
40.4;-0.0297
40.5;-0.0732
40.6;-0.0726
40.7;-0.0257
