0.0;0.0
0.1;0.0057
0.2;0.0043
0.3;-0.0028
0.4;-0.0033
0.5;0.0049
0.6;-0.0018
0.7;-0.0079
0.8;-0.0018
0.9;0.0028
1.0;-0.0064
1.1;-0.0043
1.2;0.0069
1.3;-0.0155
1.4;0.0205
1.5;0.0112
1.6;0.0324
1.7;0.0253
1.8;0.0397
1.9;-0.0219
2.0;-0.0227
2.1;-0.0167
2.2;0.0852
2.3;0.0847
2.4;0.0037
2.5;-0.05
2.6;0.0126
2.7;0.0143
2.8;-0.0826
2.9;-0.0288
3.0;-0.0566
3.1;-0.108
3.2;0.0483
3.3;0.0549
3.4;0.0522
3.5;-0.0554
3.6;-0.0205
3.7;-0.0325
3.8;0.0387
3.9;0.1292
4.0;-0.2797
4.1;-0.163
4.2;-0.0843
4.3;0.0661
4.4;0.0877
4.5;-0.1347
4.6;0.1718
4.7;-0.2684
4.8;0.0219
4.9;0.0428
5.0;0.0995
5.1;-0.0652
5.2;0.2304
5.3;0.498
5.4;0.4943
5.5;0.6225
5.6;-0.2066
5.7;-1.0
5.8;-0.8754
5.9;0.2515
6.0;-0.5048
6.1;0.5705
6.2;0.4179
6.3;0.3972
6.4;0.5538
6.5;-0.0312
6.6;-0.9755
6.7;-0.0158
6.8;-0.2074
6.9;0.2522
7.0;0.0325
7.1;-0.0034
7.2;-0.1431
7.3;0.35
7.4;0.0832
7.5;-0.6506
7.6;0.1663
7.7;0.137
7.8;0.0279
7.9;-0.0479
8.0;0.0774
8.1;-0.0529
8.2;-0.7612
8.3;-0.1039
8.4;0.6125
8.5;0.1005
8.6;-0.1292
8.7;-0.0417
8.8;-0.1902
8.9;-0.1212
9.0;0.1823
9.1;0.0789
9.2;-0.1074
9.3;0.0198
9.4;-0.0862
9.5;0.0662
9.6;-0.0064
9.7;-0.1699
9.8;0.1166
9.9;0.2885
10.0;-0.0186
10.1;0.0937
10.2;0.0425
10.3;0.0439
10.4;-0.0395
10.5;-0.0569
10.6;0.0947
10.7;-0.0988
10.8;0.047
10.9;0.0462
11.0;0.1003
11.1;-0.0748
11.2;-0.0855
11.3;-0.0107
11.4;-0.0439
11.5;0.0748
11.6;0.0312
11.7;0.0008
11.8;-0.0062
11.9;-0.0285
12.0;0.0331
12.1;0.1255
12.2;-0.0368
12.3;0.0029
12.4;-0.1246
12.5;0.0446
12.6;-0.0801
12.7;0.1079
12.8;-0.0851
12.9;-0.0438
13.0;-0.02
13.1;0.0923
13.2;0.0438
13.3;-0.0486
13.4;-0.0882
13.5;-0.0164
13.6;0.0345
13.7;-0.0474
13.8;0.0463
13.9;0.0004
14.0;-0.0313
14.1;-0.0453
14.2;0.0541
14.3;-0.0356
14.4;-0.0202
14.5;-0.0054
14.6;-0.0619
14.7;0.0062
14.8;0.0197
14.9;0.0478
15.0;0.0485
15.1;-0.0351
15.2;-0.0044
15.3;-0.0297
15.4;-0.0328
15.5;-0.0072
15.6;0.0016
15.7;0.0481
15.8;0.0646
15.9;-0.041
16.0;-0.0404
16.1;-0.018
16.2;0.071
16.3;0.0759
16.4;-0.0111
16.5;0.0069
16.6;-0.0701
16.7;-0.0182
16.8;0.0107
16.9;-0.0062
17.0;0.0271
17.1;-0.0089
17.2;-0.0008
17.3;-0.011
17.4;-0.0347
17.5;0.0233
17.6;0.0416
17.7;-0.048
17.8;0.0005
17.9;0.0747
18.0;-0.0727
18.1;0.0832
18.2;-0.0351
18.3;0.0776
18.4;-0.0875
18.5;0.0388
18.6;0.0374
18.7;0.0063
18.8;0.0131
18.9;-0.0225
19.0;0.0696
19.1;-0.0535
19.2;0.0559
19.3;0.0336
19.4;0.0285
19.5;-0.0306
19.6;-0.1344
19.7;-0.0008
19.8;0.0878
19.9;0.0251
20.0;-0.0065
20.1;-0.0019
20.2;0.0179
20.3;0.0689
20.4;0.0055
20.5;-0.0755
20.6;0.0219
20.7;-0.0235
20.8;0.0006
20.9;0.0415
21.0;0.0339
21.1;0.0035
21.2;-0.0643
21.3;-0.0363
21.4;0.068
21.5;-0.0456
21.6;-0.0413
21.7;-0.0449
21.8;-0.0529
21.9;0.0476
22.0;0.0487
22.1;-0.0107
22.2;-0.0237
22.3;0.0356
22.4;0.044
22.5;0.001
22.6;-0.0252
22.7;-0.0565
22.8;0.0334
22.9;-0.0006
23.0;-0.0179
23.1;0.0645
23.2;-0.0098
23.3;-0.0765
23.4;0.0577
23.5;0.0035
23.6;-0.0794
23.7;0.0622
23.8;0.0121
23.9;-0.0249
24.0;-0.0395
24.1;0.0329
24.2;0.0438
24.3;0.0021
24.4;-0.0807
24.5;0.0647
24.6;-0.05
24.7;0.0572
24.8;-0.089
24.9;0.0063
25.0;-0.0693
25.1;0.0401
25.2;0.0315
25.3;0.0125
25.4;-0.057
25.5;0.0379
25.6;-0.0706
25.7;-0.0234
25.8;0.0325
25.9;-0.0003
26.0;0.0249
26.1;0.005
26.2;0.0619
26.3;-0.0646
26.4;-0.0076
26.5;-0.0065
26.6;-0.0047
26.7;0.0816
26.8;-0.0269
26.9;0.0035
27.0;-0.0175
27.1;-0.0275
27.2;-0.0129
27.3;0.0262
27.4;-0.0203
27.5;0.0027
27.6;-0.0073
27.7;-0.0302
27.8;-0.0033
27.9;-0.0054
28.0;0.005
28.1;-0.0481
28.2;0.0363
28.3;-0.0347
28.4;0.0392
28.5;0.0156
28.6;-0.0016
28.7;-0.0368
28.8;-0.0134
28.9;-0.0027
29.0;0.0105
29.1;0.003
29.2;-0.033
29.3;0.051
29.4;0.0223
29.5;-0.0432
29.6;-0.003
29.7;-0.0031
29.8;0.0202
29.9;-0.0169
30.0;0.0035
